Name,Cuisine,Coordinate
APM DIM SUM HOUSE,Dim Sum,"(43.8508254, -79.3277819)"
ASAP City,Sandwiches; Sandwich,"(43.6855082, -79.3151529)"
Aanch,Indian,"(43.6446796, -79.393134)"
Abena,Sandwiches; Breakfast and Lunch,"(43.718959, -79.5301494)"
Abubakr Halal Pizza and Wings,Pizza,"(43.7524295, -79.264587)"
Abyssinia Ethiopian Resturant,Unspecified,"(43.682608, -79.331403)"
Acai Concept,Smoothies; Coffee; Acai Bowls; Vegan; Juice Bar; Fast Food; Breakfast; Vegetarian; Sandwich; Sandwiches; Lunch; Healthy,"(43.6515688, -79.411357)"
Acores Rotisserie Chicken,Portuguese; Spanish; Modern European; Barbeque,"(43.7827954, -79.5739282)"
Adam's Shawarma,Middle East,"(43.6659195, -79.3826681)"
Adriano's Pizza and Pasta,Italian; Pizza,"(43.5962208, -79.5272791)"
Affy's Premium Grill,Burgers; Halal; Steakhouses; Lunch; Breakfast; Sandwich,"(43.7225834, -79.291037)"
Afghan Cuisine,Middle East; Afghan,"(43.7081717, -79.3447399)"
Afghan Kabob Restaurant,Unspecified,"(43.7651068, -79.1935156)"
Afghan Kebab,Middle East; Afghan,"(43.689202, -79.298456)"
Afghan Kebab & Shawarma,Afghan; Middle East; Halal,"(43.8204195, -79.116599)"
Afghan Kebob Cuisine,Afghan,"(43.7153356, -79.5579777)"
African Chop Bar,African; Comfort Food; Steakhouses,"(43.7493958, -79.5554393)"
African Palace,Ethiopian; African,"(43.6611361, -79.431195)"
African Village,African,"(43.720979, -79.5392327)"
Agio,Italian,"(43.676092, -79.4529198)"
Agoro Soups,Soup; Burgers; Salads; Sandwich; Breakfast; Lunch,"(43.6897725, -79.3515166)"
Aiolio Trattoria,Unspecified,"(43.7108148, -79.2509819)"
Airport Gate Cafe & Grill,Dinners; Dinner; Breakfast; Lunch,"(43.6870742, -79.5988963)"
Aish Tanoor,Kosher,"(43.7003224, -79.4317055)"
Aji Sushi,Asian; Sushi; Japanese,"(43.7733596, -79.4952062)"
Ajisen Ramen,Ramen; Noodles; Asian; Pickup; Japanese,"(43.653871, -79.4010277)"
Ajisen Ramen,Ramen; Noodles; Pickup; Japanese; Asian,"(43.8252557, -79.3307297)"
Ajisen Ramen,Ramen; Noodles; Asian; Pickup; Japanese,"(43.7714785, -79.4151701)"
Ajwa Pizza and Grill,Pizza,"(43.7043343, -79.3521874)"
Akai Sushi,Sushi; Healthy; Japanese,"(43.6626017, -79.4072827)"
Al Mandi,Middle East; Greek,"(43.6823292, -79.3314993)"
Al Sherooq,Middle East,"(43.6633949, -79.4206413)"
Al-Meezans Spicy Grill,Afghan; Middle East; Lunch,"(43.7206986, -79.6154117)"
Aladdin Chicken Shawarma,Unspecified,"(43.7984738, -79.3204014)"
Aleezas Pizza,Pizza,"(43.6984278, -79.5143732)"
Aleppo Kebab,Unspecified,"(43.7451846, -79.3006689)"
Alex's Shawarma,Falafel,"(43.8465269, -79.3599647)"
Alexander Falafel,Falafel,"(43.641684, -79.4323347)"
Alexandros,Mediterranean; Fast Food; Greek,"(43.6782251, -79.3514541)"
Alexandros,Mediterranean; Fast Food; Greek,"(43.6611362, -79.3810158)"
Alexandros,Mediterranean; Greek; Fast Food,"(43.641442, -79.3773647)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6484918, -79.5314081)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.66228, -79.4277642)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.7513066, -79.5460478)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6583179, -79.4446557)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6761769, -79.3601577)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.7692831, -79.5506995)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.64103, -79.4374497)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.7132916, -79.4016437)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.7123567, -79.5784457)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6580726, -79.3835474)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6998241, -79.5180272)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.654845, -79.3894317)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6537122, -79.4534771)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6454274, -79.5246204)"
Ali Baba's Middle Eastern Cuisine,Halal; Middle East,"(43.6511454, -79.4794544)"
Ali's West Indian Roti Shop,Halal; Indian; Catering; Caribbean,"(43.6408507, -79.4381223)"
Alioli Ristorante, Italian,"(43.5854151, -79.6461711)"
All Star Wings and Ribs,Chicken Wings; sports bars,"(43.7731811, -79.2534579)"
Alladin Grill,Unspecified,"(43.6558598, -79.4578203)"
Alleycatz Restaurant Jazz Bar,Mediterranean; Canadian; Greek; Bar and Grill,"(43.7104084, -79.4008489)"
Allin Mikuna Soups Inc,Unspecified,"(43.5981371, -79.5462486)"
Allwyn's,Ethnic Food; African; Dessert; Sweets; Caribbean,"(43.6486781, -79.3994232)"
Allwyn's,Caribbean,"(43.7602644, -79.413148)"
Allwyn's,Ethnic Food; African; Dessert; Sweets; Caribbean,"(43.6240062, -79.516389)"
Aloha Poke,Poke; Hawaiian,"(43.8093967, -79.549449)"
Altona Kebob,Middle East,"(43.791157, -79.4200477)"
Am2pm Express Market,Unspecified,"(43.6384654, -79.4028723)"
Amato Pizza,Pizza,"(43.6604422, -79.3845766)"
Amaya Express,Indian,"(43.708002, -79.3780027)"
Amaya Express,Indian,"(43.7779901, -79.3462801)"
Amaya Express,Indian,"(43.7702042, -79.5026747)"
Amaya Express,Indian,"(43.4708466, -80.5993746)"
Amazing Hakka,Asian Food; Asian; Hakka; Halal; Chinese; Thai; Indian,"(43.7427467, -79.310783)"
Amazing Shawarma,Middle East; Halal; Salads,"(43.7526322, -79.267088)"
American Eclectic Burger,Burgers; American; Chicken Wings,"(43.6409669, -79.4195035)"
American Eclectic Burger,Burgers; American; Chicken Wings,"(43.6653855, -79.4056658)"
Amicos Pizza Ristorante,Italian; Pizza,"(43.6394901, -79.4453162)"
Amigos Latin Flavour,Tacos; Latin American; Sandwiches; Empanadas; Mexican,"(43.7237097, -79.495975)"
Amma Roti House,Indian,"(43.6703357, -79.3013447)"
Amritsari Dhaba,Unspecified,"(43.7478588, -79.673668)"
Anchu's Caribbean Hut,Caribbean,"(43.7842976, -79.2075414)"
Andy's Fish And Chips,Fish & Chips; British,"(43.8356047, -79.252854)"
Anestis Taverna,Greek; Mediterranean,"(43.6785506, -79.3503157)"
Angelina's Place,Unspecified,"(43.8192025, -79.4876043)"
Angus Pho House,Malaysian; Asian; Vietnamese; Vegetarian,"(43.7770809, -79.4167888)"
Anh Dao Restaurant,Asian; Vietnamese,"(43.656345, -79.4011502)"
Animal Liberation Kitchen,Unspecified,"(43.6581282, -79.3524073)"
Anjappar Chettinad,Indian,"(43.7417289, -79.2291084)"
Anjappar Chettinad,Indian,"(43.5996323, -79.6440658)"
Annie's Cuisine,Caribbean,"(43.6583649, -79.4901485)"
Annies Tea House,Smoothies; Juice Bar; Food Stands; Bubble Tea,"(43.7869956, -79.2793829)"
Anoush,Greek; Middle East,"(43.6436378, -79.3932703)"
Anthony's Cafe,Sandwich; Cafes; Breakfast; Lunch,"(43.7238577, -79.339503)"
Anthony's Cafe,Sandwich; Cafes; Breakfast; Lunch,"(43.687872, -79.6126548)"
Apiecalypse Now!,Pizza,"(43.6633496, -79.4207512)"
Applespice Restaurant,Unspecified,"(43.8356047, -79.252854)"
Arabian Bites,Arabian,"(43.6573431, -79.3831965)"
Arctic Bites,Ice Cream,"(43.6559909, -79.3951383)"
Ariake Japanese Restaurant,Asian; Japanese,"(43.8100414, -79.454497)"
Armenian Bistro,Unspecified,"(43.6322029, -79.5460403)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Lunch; Cafe; Cafes,"(43.7696423, -79.4159822)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,"(43.8064592, -79.4546458)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafe; Lunch; Cafes,"(43.6546122, -79.3830943)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Lunch; Cafes; Cafe,"(43.7313437, -79.4057343)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,"(43.7734632, -79.3625673)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,"(43.6390608, -79.4199158)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Lunch; Cafe,"(43.8248238, -79.5415891)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafe; Lunch; Cafes,"(43.7698999, -79.5042591)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Lunch; Cafe,"(43.5930881, -79.6444599)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Lunch; Cafe; Cafes,"(43.7387229, -79.4363003)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,"(43.7359977, -79.4226834)"
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Lunch; Cafe,"(43.7886011, -79.5504849)"
Aroma Fine Indian Cuisine,Indian,"(43.6463771, -79.3920564)"
Arsenio's Kitchen,Unspecified,"(43.716292, -79.262715)"
Artisan Noodle,Chinese,"(43.7763317, -79.4165903)"
Artisan Plus,Noodles; Chinese; Ramen,"(43.655693, -79.3865949)"
Asahi Sushi,Asian; Korean; Sushi; Japanese,"(43.669914, -79.3852057)"
Asian Bay,Unspecified,"(43.7267889, -79.3446959)"
Asian Gourmet Wok & Grill,Unspecified,"(43.6569658, -79.3826676)"
Asian Wok N Roll,Asian Food; Asian; Chinese,"(43.703742, -79.6456756)"
Assembli,Pizza; Salads; Italian,"(43.6611135, -79.3809542)"
Atithi Pure Vegetarian,Indian; Vegetarian,"(43.7757654, -79.2328449)"
Atlantis Restaurant,Dinners,"(43.6607881, -79.4325825)"
August 8,Dim Sum; Sushi Bars; Asian; Japanese,"(43.6547145, -79.4004959)"
Auntie Bell’s Jamaican Cuisine,Caribbean,"(43.7160517, -79.5559563)"
Ave Maria Latin Café,Latin American; Coffee,"(43.6643448, -79.41658)"
Avocado Sushi,Sushi; Healthy; Japanese,"(43.667781, -79.3906618)"
Avsar,Vegetarian; Indian,"(43.6376095, -79.637223)"
"Ay Caramba, Eh",Mexican; Latin American,"(43.8286016, -79.5513008)"
Aziza,Coffee; Juice Bar; Breakfast; Lunch,"(43.6541952, -79.4266417)"
Azkadenya - Mezza Diner,Unspecified,"(43.6503554, -79.3905395)"
Azteca Restaurant,Mexican,"(43.6598841, -79.4368643)"
Azumi Sushi,Japanese; Sushi Bars; Asian; Sushi,"(43.7799909, -79.140692)"
B. Good,Unspecified,"(43.647672, -79.4032497)"
B.GOOD,Salads; Burgers; Juice Bar; Lunch; Sandwich; Vegan; Vegetarian,"(43.649505, -79.3796496)"
B.GOOD,Salads; Burgers; Juice Bar; Lunch; Sandwich; Vegan; Vegetarian,"(43.7069579, -79.3977521)"
BB Lounge Restaurant,Ethnic Food; Vegetarian; Indian,"(43.6081989, -79.654943)"
BBQ Chicken Factory,Barbeque; Indian; Bangladeshi,"(43.668296, -79.3715352)"
BIWON Korean Restaurant,Vegetarian; Noodles; Korean,"(43.6530506, -79.3990343)"
BOAT King of Thai Noodles,Thai; Noodles,"(43.6601367, -79.3880579)"
BPC,Portuguese,"(43.6243597, -79.5146451)"
Bab Tuma Restaurant,Sandwiches; Middle East,"(43.4708466, -80.5993746)"
Baba Geddo,Greek; Halal,"(43.6563334, -79.3902863)"
Babajollof,African,"(43.766284, -79.5016327)"
Babos Donerpoint,Mediterranean; Turkish; Greek; Middle East,"(43.6933072, -79.4639965)"
Babu Catering & Take Out,Indian; Asian,"(43.7916879, -79.2540874)"
Bac Ky Vietnamese Canteen,Asian; Vietnamese,"(43.6443652, -79.401516)"
Backdoor Chicken,Unspecified,"(43.6636892, -79.3309392)"
Bacon Nation,Fast Food; Canadian,"(43.6549588, -79.404227)"
Bad Bunny,Salads,"(43.6471845, -79.3923643)"
Badshah Grill,Pakistani; Asian,"(43.6363344, -79.6265191)"
Badshah Grill,Asian; Pakistani,"(43.7328435, -79.2709786)"
Bagel Time,Breakfast; Bagels,"(43.6490049, -79.486805)"
Bagel Time,Breakfast; Bagels,"(43.6787836, -79.349077)"
Bagels On Fire,Coffee; Lunch; Bagels; Breakfast,"(43.6729634, -79.2890006)"
Bagels on Fire,Breakfast and Lunch; Coffee; Bagels,"(43.6484879, -79.400352)"
Baghlan Kabob Restaurant,Middle East; Afghan,"(43.713721, -79.5605227)"
Bairrada Churrasqueira,Seafood; Portuguese; Modern European; Spanish; Barbecue,"(43.6699451, -79.4802893)"
Bairrada Churrasqueira,Seafood; Portuguese; Barbecue; Spanish; Modern European,"(43.6501049, -79.4362699)"
Bajra Indian & Hakka Chinese Cuisine,Asian; Chinese; Indian,"(43.7523676, -79.539086)"
Baklawa King,Middle East; Dessert; Breakfast; Sandwich; Lunch,"(43.5969908, -79.6643718)"
Ballssimo Loukoumades Bar,Cafes,"(43.6972365, -79.3312579)"
Bamboo Kitchen,Asian; Chinese,"(43.6586696, -79.3680184)"
Bangali Sweet House,Vegetarian; Indian,"(43.7513915, -79.5551378)"
Bangali Sweets & Restaurant,Indian,"(43.8206785, -79.2640859)"
Bangkok Buri,Thai,"(43.4708466, -80.5993746)"
Bangkok Paradise,Asian; Thai; Chinese,"(43.647922, -79.4032527)"
Bangku,Lunch; Breakfast; Filipino,"(43.7181257, -79.4318969)"
Banh Mi Metro,Sandwiches; Asian; Vietnamese,"(43.7451183, -79.2965447)"
Banh Mi Que Huong,Vietnamese; Sandwiches,"(43.7497699, -79.5520603)"
Banh Mi Saigon Bakery,Sandwiches; Asian; Sweets; Vietnamese,"(43.6041675, -79.5926005)"
Banh Mi Street Food,Unspecified,"(43.6573431, -79.3831965)"
Banjara Indian Cuisine,Halal; Indian,"(43.6631588, -79.4240709)"
Banzai Sushi,Asian; Fast Food; Japanese,"(43.8204923, -79.4006548)"
Bapbo Korean Restaurant,Asian; Korean,"(43.6555727, -79.3871318)"
BarBQ Tonite Restaurant,Barbecue; Indian,"(43.6400167, -79.6268105)"
BarBurrito,Mexican; Fast Food,"(43.667639, -79.4908644)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.656816, -79.4375114)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.7642671, -79.4142214)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.7166569, -79.4494463)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.6454608, -79.5622254)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.669144, -79.3413514)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.6600133, -79.3844932)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.7958721, -79.424473)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.8460563, -79.5585339)"
BarBurrito,Street Food; Fast Food; Tex-Mex; Tacos; Mexican,"(43.6183959, -79.5563862)"
Baratin,Modern European; French,"(43.6500784, -79.4373283)"
Barque Smokehouse,Burgers; Lunch; Breakfast; Barbecue,"(43.6479885, -79.4517328)"
Barrio Cerveceria,Mexican; Bar and Grill,"(43.6604531, -79.345686)"
Basil Box,Asian; Thai; Healthy,"(43.6541419, -79.4090491)"
Basil Box,Asian; Thai; Healthy,"(43.7625088, -79.4127202)"
Basil Box,Asian; Thai; Healthy,"(43.6578986, -79.3834566)"
Basil Box,Asian; Thai; Healthy,"(43.7800143, -79.4174314)"
Basil Box,Asian; Thai; Healthy,"(43.7695944, -79.5040805)"
Basil Box,Asian; Thai; Healthy,"(43.6465162, -79.3822483)"
Basil Box,Asian; Thai; Healthy,"(43.5930881, -79.6444599)"
Basil Box,Asian; Thai; Healthy,"(43.6487076, -79.3981818)"
Basil Box,Asian; Thai; Healthy,"(43.6484488, -79.3792521)"
Baskin Robbins,Ice Cream; Dessert,"(43.7334583, -79.4212775)"
Baskin Robbins,Ice Cream; Dessert,"(43.6615135, -79.5219583)"
Baskin Robbins,Ice Cream; Dessert,"(43.7043685, -79.3772258)"
Baskin Robbins,Ice Cream; Dessert,"(43.6243583, -79.5118139)"
Baskin Robbins,Ice Cream; Dessert,"(43.6562242, -79.437766)"
Baskin Robbins,Ice Cream; Dessert,"(43.6650266, -79.3830119)"
Baskin Robbins,Ice Cream; Dessert,"(43.653224, -79.3825166)"
Baskin Robbins,Ice Cream; Dessert,"(43.6541583, -79.3926794)"
Baskin Robbins and Kernels,Dessert,"(43.859654, -79.4911287)"
Baskin-Robbins,Ice Cream; Dessert; Fast Food,"(43.5930256, -79.571137)"
Bawarchi Biryani,Indian; Vegan; Vegetarian; Late Night; Halal; Lunch; Sandwich; Fast Food; Soup,"(43.768545, -79.2835668)"
Beaches Brewing Company,Breweries,"(43.6694407, -79.3045005)"
BeaverTails,Fast Food; Pastries; Dessert,"(43.6397369, -79.3822575)"
Beef Noodle Restaurant,Noodles; Asian; Chinese,"(43.7855135, -79.2778707)"
Beer N Wings Sports Grill,Chicken Wings; sports bars; Pubs,"(43.6430937, -79.536553)"
Beer and Wings Sports Grill,Chicken Wings,"(43.6430937, -79.536553)"
Beiteddine,Lebanese,"(43.6780471, -79.3508972)"
Belaggios Italian Cuisine & Gelato,Italian; Ice Cream; Dessert,"(43.8195876, -79.1160598)"
Bella's Lechon,Filipino,"(43.801208, -79.2008291)"
Bellafornia Restaurant & Bar,sports bars; Burgers; Pizza,"(43.4708466, -80.5993746)"
Bengali Sweets & Restaurant,Indian,"(43.738534, -79.5676297)"
Benin Cafe,Unspecified,"(43.7248778, -79.5531152)"
Best Friend Restaurant,Chinese,"(43.598094, -79.5967149)"
Best Istanbul Kebab Doner Pide,Turkish,"(43.7271331, -79.4846598)"
Best Istanbul Kebab Doner Pide,Turkish,"(43.6546346, -79.4040807)"
Best Locals Sports Pub and Grill,Pubs,"(43.7362944, -79.3103722)"
Big Bite Gourmet Burgers,Burgers; Fast Food,"(43.8304101, -79.1243433)"
Big Bone BBQ & Wicked Wings,Chicken Wings; Barbecue; Barbeque,"(43.855855, -79.5158067)"
Big Boy's Burgers,Burgers; Poutineries; Canadian,"(43.721669, -79.2382507)"
Big Brothers Gourmet Pizza,Italian; Pizza,"(43.7275933, -79.2325071)"
Big Brothers Gourmet Pizza,Italian; Pizza,"(43.7622171, -79.1858774)"
Big Poppa’s Vegan,Burgers,"(43.6658236, -79.4113192)"
Big Slice Restaurant,Pizza; Italian,"(43.6782843, -79.4446506)"
Big Smoke Burger,Fast Food; Burgers; Barbecue; Sandwich; Breakfast; Lunch; Canadian,"(43.6497223, -79.3783953)"
Big Smoke Burger,Fast Food; Burgers; Barbecue; Breakfast; Sandwich; Canadian; Lunch,"(43.6443859, -79.4017566)"
Bigman's Pizza,Pizza,"(43.4708466, -80.5993746)"
Bihari Kabab House,Pakistani; Indian,"(43.8008333, -79.2010776)"
Bilal Halal Chicken & Pizza,Chicken Wings; Pizza; Halal; Barbeque,"(43.4708466, -80.5993746)"
Bilal Restaurant,Coffee,"(43.7143515, -79.5868938)"
Bindia India Bistro,Canadian; Indian,"(43.6484485, -79.3742346)"
Biryanis and More,Indian,"(43.7743561, -79.324293)"
